1,0
1,0
1,0
1,0
1,0
1,0
1.21156382,-0.7294608357
-1.21156382,-0.7294608357
1.21156382,0.7294608357
-1.21156382,0.7294608357
1.21156382,-0.7294608357
-1.21156382,0.7294608357
-1.21156382,-0.7294608357
1.21156382,-0.7294608357
-1.21156382,0.7294608357
1.21156382,0.7294608357
-1.21156382,0.7294608357
1.21156382,-0.7294608357
1.333333333,0
-0.3333333333,0
-0.3333333333,0
1.333333333,0
0.1666666667,-0.2886751346
0.1666666667,0.2886751346
1.333333333,0
0.1666666667,0.2886751346
0.1666666667,-0.2886751346
1.333333333,0
0.1666666667,-0.2886751346
0.1666666667,0.2886751346
1.333333333,0
-0.3333333333,0
-0.3333333333,0
1.333333333,0
0.1666666667,0.2886751346
0.1666666667,-0.2886751346
0.7294608357,1.21156382
-0.7294608357,1.21156382
-0.7294608357,1.21156382
0.7294608357,1.21156382
-0.7294608357,-1.21156382
-0.7294608357,-1.21156382
-0.7294608357,1.21156382
0.7294608357,1.21156382
0.7294608357,1.21156382
-0.7294608357,1.21156382
-0.7294608357,-1.21156382
-0.7294608357,-1.21156382
1,0
1,0
1,0
-1,0
0.5,0.8660254038
0.5,-0.8660254038
-1,0
0.5,-0.8660254038
0.5,0.8660254038
-0.6057819099,-0.3647304178
-0.6057819099,-0.3647304178
0.6057819099,0.3647304178
0.6057819099,-0.3647304178
-0.6057819099,0.3647304178
0.6057819099,0.3647304178
0.6057819099,0.3647304178
0.6057819099,-0.3647304178
0.6057819099,0.3647304178
-0.6057819099,0.3647304178
1,0
1,0
1,0
0.5,0.8660254038
-1,0
0.5,-0.8660254038
0.5,-0.8660254038
-1,0
0.5,0.8660254038
-0.6057819099,-0.3647304178
-0.6057819099,-0.3647304178
1,0
1,0
1,0
1,0
1,0
1,0
