1,0
1,0
1,0
-1.414213562,0
1.414213562,0
-1.414213562,0
1.414213562,0
-1.414213562,0
1.414213562,0
1.333333333,0
0.1666666667,0
0.1666666667,0
0,0.2886751346
-0,-0.2886751346
1.333333333,0
-0.3333333333,0
-0.3333333333,0
0,0.2886751346
-0,-0.2886751346
1.333333333,0
0.1666666667,0
0.1666666667,0
0,1.414213562
0,1.414213562
0,1.414213562
-0,-1.414213562
-0,-1.414213562
-0,-1.414213562
1,0
1,0
1,0
0.5,0
-0,-0.8660254038
-1,0
-0,-0.8660254038
0.5,0
0.5,0
0,0.8660254038
-1,0
0,0.8660254038
0.5,0
0.7071067812,0
0.7071067812,0
-0.7071067812,0
0.7071067812,0
-0.7071067812,0
-0.7071067812,0
1,0
1,0
1,0
