1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,1.632993162
-0,-0.8164965809
-0,-0.8164965809
-0,-0.8164965809
-0,-0.8164965809
0,1.632993162
0,0.8164965809
0,1.632993162
0,0.8164965809
-0,-0.8164965809
-0,-0.8164965809
0,1.632993162
-0,-0.8164965809
0,1.632993162
-0,-0.8164965809
-0,-1.632993162
-0,-0.8164965809
0,0.8164965809
-0,-0.8164965809
-0,-1.632993162
-0,-0.8164965809
-0,-1.632993162
-0,-0.8164965809
0,0.8164965809
0,0.8164965809
0,0.8164965809
-0,-1.632993162
1.333333333,0
0.1666666667,0.2886751346
-0.1666666667,0.2886751346
0.1666666667,-0.2886751346
1.333333333,0
0.1666666667,0.2886751346
0.1666666667,0.2886751346
-0.1666666667,0.2886751346
1.333333333,0
1.333333333,0
0.1666666667,0.2886751346
-0.1666666667,0.2886751346
0.1666666667,-0.2886751346
1.333333333,0
0.1666666667,0.2886751346
0.1666666667,0.2886751346
-0.1666666667,0.2886751346
1.333333333,0
1.333333333,0
-0.1666666667,-0.2886751346
-0.1666666667,0.2886751346
-0.1666666667,0.2886751346
1.333333333,0
-0.1666666667,-0.2886751346
0.1666666667,0.2886751346
0.1666666667,-0.2886751346
1.333333333,0
-0,-1.414213562
0,1.414213562
-0,-1.414213562
0,1.414213562
-0,-1.414213562
0,1.414213562
-0,-1.414213562
0,1.414213562
0,1.414213562
-0,-1.414213562
-0,-1.414213562
-0,-1.414213562
0,1.414213562
-0,-1.414213562
-0,-1.414213562
-0,-1.414213562
0,1.414213562
-0,-1.414213562
1,0
1,0
1,0
0,0.8164965809
-0,-0.4082482905
-0,-0.4082482905
0.5,-0.8660254038
0.5,-0.8660254038
0.5,-0.8660254038
-0,-0.4082482905
-0,-0.4082482905
0,0.8164965809
0.5,0.8660254038
-0.5,-0.8660254038
0.5,0.8660254038
0,0.4082482905
0,0.8164965809
0,0.4082482905
0.5,0.8660254038
0.5,0.8660254038
0.5,0.8660254038
-0,-0.4082482905
-0,-0.4082482905
0,0.8164965809
1,0
1,0
1,0
-0,-0.4082482905
0,0.8164965809
-0,-0.4082482905
-0.5,0.8660254038
0.5,-0.8660254038
-0.5,0.8660254038
-0,-0.8164965809
-0,-0.4082482905
0,0.4082482905
-0.5,0.8660254038
0.5,-0.8660254038
-0.5,0.8660254038
-0,-0.4082482905
-0,-0.8164965809
-0,-0.4082482905
0.5,0.8660254038
-0.5,-0.8660254038
0.5,0.8660254038
-0,-0.8164965809
-0,-0.4082482905
0,0.4082482905
1,0
1,0
1,0
0,0.4082482905
0,0.4082482905
-0,-0.8164965809
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
