1,0
1,0
1,0
-1.323815575,-0.4975061047
-1.323815575,-0.4975061047
-1.323815575,0.4975061047
-1.323815575,0.4975061047
-1.323815575,0.4975061047
-1.323815575,0.4975061047
1.333333333,0
-0.3333333333,0
-0.3333333333,0
1.333333333,0
0.1666666667,-0.2886751346
0.1666666667,0.2886751346
1.333333333,0
0.1666666667,0.2886751346
0.1666666667,-0.2886751346
-0.4975061047,1.323815575
0.4975061047,-1.323815575
-0.4975061047,-1.323815575
0.4975061047,1.323815575
0.4975061047,1.323815575
-0.4975061047,-1.323815575
1,0
1,0
1,0
-1,0
0.5,0.8660254038
0.5,-0.8660254038
-1,0
0.5,-0.8660254038
0.5,0.8660254038
0.6619077873,0.2487530523
0.6619077873,0.2487530523
0.6619077873,0.2487530523
0.6619077873,-0.2487530523
0.6619077873,0.2487530523
0.6619077873,-0.2487530523
1,0
1,0
1,0
