1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
-2,0
-0,-1.732050808
1,0
0,1.732050808
1,0
-1,0
-1,0
-0,-1.732050808
0,1.732050808
1,0
-2,0
1,0
1,0
1,0
1.154700538,0
0,0.5773502692
-0,-0.5773502692
-1,0
-1,0
1.333333333,0
0.3333333333,0
0.3333333333,0
1.333333333,0
0.3333333333,0
0.3333333333,0
1.333333333,0
0.3333333333,0
0.3333333333,0
1.333333333,0
0,0.3333333333
-0,-0.3333333333
-0,-0.3333333333
1.333333333,0
0.3333333333,0
0,0.3333333333
0.3333333333,0
1.333333333,0
1.333333333,0
-0.1666666667,0
-0.1666666667,0
0,0.2886751346
-0,-0.2886751346
0,0.2886751346
-0,-0.2886751346
1.333333333,0
-0.1666666667,0
-0.1666666667,0
-0,-2
0,1
1.732050808,0
0,1
-1.732050808,0
-0,-1.154700538
0.5773502692,0
-0.5773502692,0
-0,-2
0,1
0,1
-0,-1
1.732050808,0
-1.732050808,0
-0,-1
0,1
0,1
0,1
0,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
-1,0
-0,-0.8660254038
-0.5,0
1,0
-1,0
1,0
0,0.8660254038
-0.5,0
-0.5773502692,0
0.5,0
0,0.2886751346
0.5,0
-0,-0.2886751346
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
-0.5,0
0,0.8660254038
0,0.8660254038
-0.5,0
1,0
1,0
1,0
-0.5,0
-0,-0.8660254038
-0,-0.8660254038
-0.5,0
-0,-0.8660254038
0,0.8660254038
0.5,0
-0.5,0
1,0
-0.5,0
-0.5,0
-0.5,0
0.5,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
